accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
DQ432780		12-Feb-1999	Guyana		6.30 N 58.2167 W	Buteo albicaudatus	USNM 625343	652	2
DQ432779			USA			Bucephala islandica	USNM 621373	653	2
DQ432778			USA: Alaska			Bucephala clangula	USNM B97498	623	0
DQ432777			USA: Alaska		64.6733 N 147.131 W	Bucephala albeola	USNM 601774	697	2
DQ432776			USA: South Carolina		34.00 N 80.00 W	Bubulcus ibis	USNM B16849	627	2
DQ432775			USA: Maryland		39.0667 N 77.3333 W	Bubo virginianus	USNM 600782	651	2
DQ432774			USA			Bubo scandiacus	FAA081	649	2
DQ432773			USA: Alaska		64.6703 N 147.066 W	Branta canadensis	USNM B07306	621	0
DQ432772			USA: Alaska		55.30 N 162.833 W	Branta bernicla	USNM 622826	644	0
DQ432771		20-Jul-1989	USA: Alaska		53.50 N 167.00 W	Brachyramphus brevirostris	AMNH-DOT1254	600	0
DQ432770		20-Jul-1989	USA: Alaska		53.50 N 167.00 W	Brachyramphus brevirostris	AMNH-DOT1255	609	2
DQ432769		03-Oct-1989	USA: Louisiana		30.04 N 89.56 W	Botaurus lentiginosus	LSU18981	608	2
DQ432768			USA: West Virginia		39.3333 N 78.60 W	Bonasa umbellus	USNM B07560	631	0
DQ432767			Russia: Tyumenskaya Oblast		63.4833 N 74.8667 E	Bombycilla garrulus	USNM 616343	643	2
DQ432766		01-Sep-1987	USA: Louisiana		29.48 N 93.18 W	Bartramia longicauda	LSU4038	604	2
DQ432765		22-Nov-1995	USA: Arizona		31.53 N 109.44 W	Baeolophus wollweberi	NK 11467	652	0
DQ432764		11-Feb-2003	USA: New Mexico		35.19 N 106.28 W	Baeolophus ridgwayi	NK 116159	652	0
DQ432763		22-May-1996	Mexico: Baja California Norte		30.00 N 116.00 W	Baeolophus inornatus	AMNH-DOT4923	529	2
DQ432762		22-May-1996	Mexico: Baja California Norte		30.00 N 116.00 W	Baeolophus inornatus	AMNH-DOT4922	579	2
DQ432761		25-May-1984	USA: Texas		30.18 N 97.45 W	Baeolophus atricristatus	TNHC 1759	652	2
DQ432760			USA: Alaska		64.7022 N 147.127 W	Aythya valisineria	USNM 601766	652	2
DQ432759			USA			Aythya marila	USNM B07299	624	0
DQ432758			USA: Maryland		39.05 N 77.30 W	Aythya collaris	USNM B07465	581	0
DQ432756			USA: Alaska		64.7022 N 147.127 W	Aythya affinis	USNM 601772	637	0
DQ432755			Mexico: Queretaro		20.38 N 100.23 W	Auriparus flaviceps	FMNH 394359	652	2
DQ432754			USA: California		37.8667 N 119.85 W	Athene cunicularia	USNM 613694	652	0
DQ432753	L. Sadie	19-Sep-1976	Mexico: Oaxaca		15.7772 N 96.40 W	Buteo nitidus	MVZ:Bird:178091	596	2
DQ432752		17-Dec-1998	USA: Louisiana		29.48 N 93.18 W	Asio otus	LSU13325	597	2
DQ432751		08-May-1989	USA: Texas		26.13 N 97.51 W	Arremonops rufivirgatus	UAMX 386	648	0
DQ432749			USA: Florida		27.8567 N 82.5003 W	Arenaria interpres	USNM 622548	619	0
DQ432748			USA: Delaware		39.1333 N 75.4667 W	Ardea herodias	USNM B07316	652	2
DQ432747			USA: Florida		27.8567 N 82.5003 W	Ardea alba	USNM 626549	651	0
DQ432746		27-Aug-1993	USA: Arizona		31.68 N 110.65 W	Archilochus alexandri	B02923	569	2
DQ432745			USA: Florida		27.20 N 81.20 W	Aramus guarauna	FMNH 393532	652	2
DQ432743			USA: Arizona		31.31 N 110.50 W	Aphelocoma ultramarina	FMNH 334272	512	2
DQ432741		05-Jul-1996	USA: Texas		29.25 N 103.25 W	Aphelocoma ultramarina	AMNH-DOT6774	576	0
DQ432740			Mexico: Coahuila		26.51 N 100.57 W	Aphelocoma ultramarina	FMNH 343534	652	2
DQ432739			USA: California		34.02 N 119.58 W	Aphelocoma insularis	FMNH 334028	652	2
DQ432738			USA: California		34.022 N 119.58 W	Aphelocoma insularis	FMNH 334036	652	2
DQ432737			USA: Florida			Aphelocoma coerulescens	FMNH 396261	652	2
DQ432736			USA: Florida			Aphelocoma coerulescens	FMNH 396264	652	2
DQ432735		15-Oct-1997	USA: California		40.72 N 122.18 W	Aphelocoma californica	AMNH-DOT10475	623	0
DQ432734		04-Jan-1997	USA: California		40.72 N 122.18 W	Aphelocoma californica	AMNH-DOT10131	624	0
DQ432733			USA: California		33.40 N 117.47 W	Aphelocoma californica	FMNH 334046	530	2
DQ432732			USA: California		33.40 N 117.47 W	Aphelocoma californica	FMNH 334045	575	2
DQ432731			USA: Alaska		64.6731 N 146.185 W	Anthus rubescens	USNM 601775	697	2
DQ432729	Prince	17-Mar-1999	Guyana		1.58333 N 58.6333 W	Anhinga anhinga	B11769	620	2
DQ432727			USA: Florida		25.4833 N 80.3833 W	Anhinga anhinga	USNM 622528	645	0
DQ432726			USA: Maryland		39.05 N 77.30 W	Mareca strepera	USNM 622834	620	0
DQ432725			USA: Maryland		49.00 N 76.8333 W	Anas rubripes	USNM B07515	625	2
DQ432723		19-Apr-2001	USA: Florida		27.8567 N 82.5003 W	Anas fulvigula	USNM 622533	652	2
DQ432722			USA: Washington		47.0639 N 119.361 W	Anas discors	USNM 586112	652	2
DQ432721			USA: Washington		47.0639 N 119.361 W	Anas cyanoptera	USNM 586113	652	2
DQ432720			USA: Alaska		61.25 N 149.87 W	Anas carolinensis	USNM 601789	670	2
DQ432719		05-Apr-2001	Kazakhstan		43.4272 N 75.5389 E	Anas clypeata	LSU34146	626	2
DQ432718			USA: Alaska		64.7022 N 147.127 W	Mareca americana	USNM 601767	697	0
DQ432717		12-Oct-1991	USA: Louisiana		31.46 N 91.49 W	Anas acuta	LSU20714	614	2
DQ432716			USA: North Dakota		45.1333 N 117.717 W	Anas acuta	USNM 627752	643	2
DQ432715		12-Jun-1983	USA: Arizona		32.11 N 109.92 W	Amphispiza bilineata	AMNH-DOT3750	622	2
DQ432714		02-Jan-1985	USA: Arizona		32.11 N 109.92 W	Amphispiza belli	LSU9871	615	2
DQ432713		07-Jun-1991	USA: Oregon		43.01 N 119.06 W	Amphispiza belli	AMNH-DOT5287	604	0
DQ432712		16-May-1998	USA: Texas		29.30 N 100.40 W	Ammodramus savannarum	LSU37382	618	2
DQ432711		07-Sep-1999	USA: New York		40.68 N 73.82 W	Ammodramus maritimus	AMNH-DOT6203	598	2
DQ432707		23-May-1996	USA: North Dakota		48.48 N 102.40 W	Ammodramus bairdii	KU 87631	652	0
DQ432706			USA			Alectoris chukar	FAA221	606	0
DQ432705			United Kingdom: Suffolk		52.35 N 0.50 E	Alauda arvensis	USNM 621283	651	2
DQ432704		21-Jul-1996	United Kingdom: Suffolk		51.89 N 1.40 E	Alauda arvensis	USNM 586211	652	2
DQ432703		11-Nov-1984	USA: Louisiana		29.48 N 93.18 W	Aix sponsa	LSU5721	589	2
DQ432701		09-Jul-1999	USA: Kansas		37.049 N 102.006 W	Aimophila cassinii	KU 90615	523	0
DQ432700			USA: Florida		25.4833 N 80.3833 W	Agelaius phoeniceus	USNM 626330	594	2
DQ432699		28-May-1990	USA: Alaska		52.35 N 176.10 W	Aethia pusilla	AMNH-DOT1410	626	2
DQ432698		04-Sep-1996	USA: Washington		46.95 N 119.99 W	Aeronautes saxatalis	B07622	589	2
DQ432697		04-Sep-1996	USA: Washington		46.95 N 119.99 W	Aeronautes saxatalis	B07623	619	2
DQ432696			USA: Florida		27.8567 N 82.5003 W	Actitis macularia	USNM 626396	651	2
DQ432695			USA: Alaska		65.00 N 153.00 W	Accipiter gentilis	USNM 622492	615	2
DQ432694			USA: Maryland		39.4667 N 77.40 W	Accipiter cooperii	USNM 600784	644	2
GU571987		30-Aug-1997	Sweden: Stockholm, Uppland, Villebradsstigen 4 Lidingo		56.5008 N 12.9236 E	Muscicapa striata	BISE-Aves27	648	2
GU571986		07-Jul-2006	Sweden: Norrbotten, Kabdalis,Luovaure		66.1206 N 20.1799 E	Muscicapa striata	BISE-Aves312	648	2
GU571493	Trond Oigarden	02-Jul-2002	Norway: Oppland, Flatevatnet		60.65 N 9.48 E	Muscicapa striata	NHMO-BC276	750	2
GU571492	Pasvik expedition	01-Jan-1966	Norway: Finnmark, Porsanger		69.33 N 29.32 E	Muscicapa striata	NHMO-BC27	715	2
GQ482233	S. V. Drovetskiy	28-Jul-1995	Russia: Krasnodarskiy Kray, Mostovskoi Rayon, Psebai		44.05 N 40.7333 E	Muscicapa striata	UWBM 64853	694	0
GQ482232	I. U. Karagodin	21-Jul-1993	Russia: Smolensk Region, Vyazemskiy Rayon, Vyaz`ma, Khemel`niki		54.9083 N 34.0083 E	Muscicapa striata	UWBM 60991	690	0
GQ482231	B. K. Schmidt	05-Jun-1990	Russia: Kursk Oblast`, Ivanovskoye, along Seym River		51.6867 N 34.9117 E	Muscicapa striata	UWBM 49400	685	0
GQ482230	G. A. Voelker	12-May-1989	Kazakhstan: Almaty Oblysy, Alma-Ata, Ili River, near Bakbaktii			Muscicapa striata	UWBM 46487	685	0
GQ482229	B. K. Schmidt	21-May-1990	Russia: Moskovskaya Oblast`, Beloomut		54.955 N 39.3033 E	Muscicapa striata	UWBM 49188	681	0
GQ482228	B. K. Schmidt	14-Jul-1990	Russia: Murmanskaya Oblast, Umba, shore of Kandalakshskaya Guba		66.5833 N 34.9333 E	Muscicapa striata	UWBM 49762	678	0
GQ482227	B. K. Schmidt	18-Jun-1990	Russia: Sverdlovskaya Oblast, Krasnoufimsk, along Bizert River		56.76 N 58.1083 E	Muscicapa striata	UWBM 49509	675	0
HM905989	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Cistothorus platensis	GW_4	560	2
HM905988	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Cistothorus platensis	GW_3	559	2
HM905987	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Cistothorus platensis	GW_2	539	2
HM905986		27-Oct-2005	Argentina: Jujuy, Sierra Santa Barbara		24.12 S 64.456 W	Cistothorus platensis	MACN-Or-ct-755.1	592	2
HM905985		27-Oct-2005	Argentina: Jujuy, Sierra Santa Barbara		24.12 S 64.456 W	Cistothorus platensis	MACN-Or-ct-754.1	560	2
HM905982		08-Jan-2008	Argentina: Rio Negro		40.732 S 66.622 W	Spinus barbatus	MACN-Or-ct-3752	688	2
HM905981		18-Jan-2008	Argentina: Rio Negro		40.732 S 66.622 W	Spinus barbatus	MACN-Or-ct-3751	685	2
HM905980		04-Nov-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Spinus barbatus	MACN-Or-ct-2656	579	2
HM905979		04-Nov-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Spinus barbatus	MACN-Or-ct-2655	685	2
HM905978		03-Nov-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Spinus barbatus	MACN-Or-ct-2642	687	2
HM905977		02-Nov-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Spinus barbatus	MACN-Or-ct-2622	632	2
HM905976		31-Oct-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Spinus barbatus	MACN-Or-ct-2595	601	2
HM905975		25-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Spinus barbatus	MACN-Or-ct-688	546	2
HM905974		20-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Spinus barbatus	MACN-Or-ct-633	597	2
HM905973		20-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Spinus barbatus	MACN-Or-ct-632	509	2
HM905972		25-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Spinus barbatus	MACN-Or-ct-600	647	2
HM905971	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Anthus correndera	FP_1	523	2
HM905970		24-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Anthus correndera	MACN-Or-ct-584	694	2
HM905969		24-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Anthus correndera	MACN-Or-ct-583	694	2
HM905968		24-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Anthus correndera	MACN-Or-ct-582	550	2
HM905967		24-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Anthus correndera	MACN-Or-ct-580	694	2
HM905966	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Melanodera melanodera	FI_5	579	2
HM905965	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Melanodera melanodera	FI_2	573	2
HM905964	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Melanodera melanodera	FI_1	681	2
HM905963		01-Dec-2004	Argentina			Melanodera melanodera	MACN-Or-ct-207	694	2
HM905962	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Muscisaxicola maclovianus	GT_1	694	2
HM905961	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Troglodytes cobbi	CW_11	503	2
HM905960	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Troglodytes cobbi	CW_9	635	2
HM905959	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Troglodytes cobbi	CW_8	612	2
HM905958	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Troglodytes cobbi	CW_7	637	2
HM905957	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Troglodytes cobbi	CW_6	616	2
HM905956	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Troglodytes cobbi	CW_5	638	2
HM905955	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Troglodytes cobbi	CW_4	561	2
HM905954	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Troglodytes cobbi	CW_2	600	2
HM905953		06-May-2009	Argentina: Buenos Aires, Magdalena, Estancia El Destino		35.13 S 57.38 W	Troglodytes aedon	MACN-Or-ct-4579	694	2
HM905952	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Turdus falcklandii	FT_7	632	2
HM905951	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Turdus falcklandii	FT_6	628	2
HM905950	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Turdus falcklandii	FT_5	694	2
HM905949	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Turdus falcklandii	FT_4	694	2
HM905948	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Turdus falcklandii	FT_3	694	2
HM905947	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Turdus falcklandii	FT_2	694	2
HM905946	James St. Clair	01-Jan-2009	Atlantic Ocean: Malvinas - Falklands Islands, Sea Lion Island		52.433 S 59.083 W	Turdus falcklandii	FT_1	694	2
HM905945		03-Nov-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Turdus falcklandii	MACN-Or-ct-2640	694	2
HM905944		02-Nov-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Turdus falcklandii	MACN-Or-ct-2617	694	2
HM905943		31-Oct-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Turdus falcklandii	MACN-Or-ct-2601	694	2
HM905942		30-Oct-2006	Argentina: Rio Negro, El Bolson, Cerro Perito Moreno		41.79 S 71.563 W	Turdus falcklandii	MACN-Or-ct-2578	694	2
HM905941		30-Oct-2005	Argentina: Rio Negro		40.732 S 66.622 W	Sturnella loyca	MACN-Or-ct-3604	694	2
HM905940		10-Nov-2006	Argentina: Rio Negro, Comallo		41.112 S 70.377 W	Sturnella loyca	MACN-Or-ct-2699	694	2
HM905939		10-Nov-2006	Argentina: Rio Negro, Comallo		41.112 S 70.377 W	Sturnella loyca	MACN-Or-ct-2698	689	2
HM905938		10-Nov-2006	Argentina: Rio Negro, Comallo		41.112 S 70.377 W	Sturnella loyca	MACN-Or-ct-2696	694	2
HM905937		10-Nov-2006	Argentina: Rio Negro, Comallo		41.112 S 70.377 W	Sturnella loyca	MACN-Or-ct-2692	694	2
HM905936		10-Nov-2006	Argentina: Rio Negro, Comallo		41.112 S 70.377 W	Sturnella loyca	MACN-Or-ct-2691	694	2
HM905935		24-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Sturnella loyca	MACN-Or-ct-681	694	2
HM905934		23-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Sturnella loyca	MACN-Or-ct-665	694	2
HM905933		23-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Sturnella loyca	MACN-Or-ct-579	694	2
HM905932		21-Jan-2005	Argentina: Rio Negro, Pilcaniyeu, Estancia Neneo Ruca		41.157 S 70.413 W	Sturnella loyca	MACN-Or-ct-558	694	2
HM905931		01-Dec-2004	Argentina			Sturnella loyca	MACN-Or-ct-310	694	2
HM905930		01-Dec-2004	Argentina			Sturnella loyca	MACN-Or-ct-308	694	2
HM905929		10-Nov-2003	Argentina: Buenos Aires, Partido de Villarino, Pedro Luro, Lago Parque la Salada		39.45 S 62.70 W	Sturnella loyca	MACN-Or-ct-29	694	2
HQ569978	Cecilia Kopuchian y Adrian S. Di Giacomo	31-Jan-2005	Argentina: Chaco, Parque Nacional Chaco		26.81 S 59.61 W	Troglodytes aedon	MACN-Or-ct 4516	694	2
HQ569923	Cecilia Kopuchian y Adrian S. Di Giacomo	28-Aug-2004	Argentina: Chaco, Colonia Benitez, INTA Colonia Benitez, Reserva Natural Educativa Colonia Benitez		27.32 S 58.95 W	Troglodytes aedon	MACN-Or-ct 4179	682	2
HQ569914	Cecilia Kopuchian y Adrian S. Di Giacomo	27-Aug-2004	Argentina: Chaco, Colonia Benitez, INTA Colonia Benitez, Reserva Natural Educativa Colonia Benitez		27.32 S 58.95 W	Troglodytes aedon	MACN-Or-ct 4162	694	2
HM396287		30-Aug-2008	Argentina: Formosa, Laishi, Reserva `El Bagual`		26.25 S 58.83 W	Troglodytes aedon	MACN-Or-ct 4204_rerun	634	2
HM396267		19-Dec-2009	Argentina: Buenos Aires, Road to Chasico		38.38 S 62.68 W	Sturnella loyca	MACN-Or-ct 5130	527	2
HM396179			Argentina			Troglodytes aedon	MACN-Or-ct 4950	633	2
HM396110		06-Jan-2009	Argentina: Neuquen, Lacar, San Martin de los Andes		40.16 S 71.36 W	Spinus barbatus	MACN-Or-ct 4557	694	3
HM396109		01-Nov-2008	Argentina: Neuquen, Lacar, San Martin de los Andes		40.16 S 71.36 W	Turdus falcklandii	MACN-Or-ct 4556	694	3
HM396108		01-Feb-2009	Argentina: Neuquen, Lacar, San Martin de los Andes		40.16 S 71.36 W	Spinus barbatus	MACN-Or-ct 4554	694	3
HM396105		05-Jan-2009	Argentina: Neuquen, Lacar, San Martin de los Andes		40.16 S 71.36 W	Spinus barbatus	MACN-Or-ct 4551	694	3
HM396099		09-May-2008	Argentina: Neuquen, Huiliches, Junin de los Andes		39.94 S 71.07 W	Turdus falcklandii	MACN-Or-ct 4537	694	2
DQ433886		06-Oct-1995	Argentina: Provincia de Tucuman		27.20 S 65.20 W	Patagioenas fasciata	UWBM 70731	680	0
HM034025	Ben Schonewille	12-May-2006	Canada: Yukon Territory, Teslin Lake, Teslin Lake Bird Banding Station		60.23 N 132.91 W	Zonotrichia leucophrys	BIOUG<CAN>:TLBS 181160159	693	2
HM034024	Ben Schonewille	01-May-2006	Canada: Yukon Territory, Teslin Lake, Teslin Lake Bird Banding Station		60.23 N 132.91 W	Zonotrichia leucophrys	BIOUG<CAN>:TLBS 181160102	684	2
HM034023	Ben Schonewille	20-May-2006	Canada: Yukon Territory, Teslin Lake, Teslin Lake Bird Banding Station		60.23 N 132.91 W	Zonotrichia leucophrys	BIOUG<CAN>:TLBS 181160163	693	2
HM034022	Vi Lambie	17-Aug-2005	Canada: British Columbia, Mackenzie, Mugaha Marsh, Mackenzie Nature Observatory		55.399 N 123.208 W	Zonotrichia leucophrys	BIOUG<CAN>:MKNO 1871 66520	694	2
HM034021		05-Sep-2005	Canada: Alberta, Calgary, Inglewood Bird Sanctuary		51.026 N 114.005 W	Zonotrichia leucophrys	BIOUG<CAN>:IWBS 1871-73323	694	2
HM034020	David Allinson	23-Aug-2005	Canada: British Columbia, Vancouver Island, Metchosin, Rocky Point Bird Observatory		48.317 N 123.533 W	Zonotrichia leucophrys	BIOUG<CAN>:RPBO 1871 72796	694	2
HM034019		30-Sep-2005	Canada: Quebec, Ste-Anne-de-Bellevue, Stoneycroft Wildlife Area, McGill Bird Observatory		45.43 N 73.94 W	Zonotrichia leucophrys	BIOUG<CAN>:MBO 1541-17266	694	2
HM034018		12-Sep-2005	Canada: British Columbia, South Okanagan, Vaseux Lake Provincial Park, Vaseux Lake Bird Observatory		49.312 N 119.543 W	Zonotrichia leucophrys	BIOUG<CAN>:VLBO 1461-18998	694	2
HM034017		31-Aug-2005	Canada: British Columbia, South Okanagan, Vaseux Lake Provincial Park, Vaseux Lake Bird Observatory		49.312 N 119.543 W	Zonotrichia leucophrys	BIOUG<CAN>:VLBO 1461-18974	694	2
HM034016	Vi Lambie	18-Aug-2005	Canada: British Columbia, Mackenzie, Mugaha Marsh, Mackenzie Nature Observatory		55.399 N 123.208 W	Zonotrichia leucophrys	BIOUG<CAN>:MKNO 1871 66528	694	2
HM034015		07-Sep-2005	Canada: British Columbia, South Okanagan, Vaseux Lake Provincial Park, Vaseux Lake Bird Observatory		49.312 N 119.543 W	Zonotrichia leucophrys	BIOUG<CAN>:VLBO 1461-18986	694	2
HM034014		06-Oct-2005	Canada: Quebec, Ste-Anne-de-Bellevue, Stoneycroft Wildlife Area, McGill Bird Observatory		45.43 N 73.94 W	Zonotrichia leucophrys	BIOUG<CAN>:MBO 1541-17281	694	2
HM034013		01-Sep-2005	Canada: Alberta, Calgary, Inglewood Bird Sanctuary		51.026 N 114.005 W	Zonotrichia leucophrys	BIOUG<CAN>:IWBS 1871-73314a	694	2
HM034012		08-Sep-2005	Canada: British Columbia, South Okanagan, Vaseux Lake Provincial Park, Vaseux Lake Bird Observatory		49.312 N 119.543 W	Zonotrichia leucophrys	BIOUG<CAN>:VLBO 1461-18990	694	2
HM034011	Vi Lambie	17-Aug-2005	Canada: British Columbia, Mackenzie, Mugaha Marsh, Mackenzie Nature Observatory		55.399 N 123.208 W	Zonotrichia leucophrys	BIOUG<CAN>:MKNO 1871 66522	694	2
HM034010	David Allinson	26-Aug-2005	Canada: British Columbia, Vancouver Island, Metchosin, Rocky Point Bird Observatory		48.317 N 123.533 W	Zonotrichia leucophrys	BIOUG<CAN>:RPBO 1931 28046	694	2
HM034009	David Allinson	26-Aug-2005	Canada: British Columbia, Vancouver Island, Metchosin, Rocky Point Bird Observatory		48.317 N 123.533 W	Zonotrichia leucophrys	BIOUG<CAN>:RPBO 1931 28048	694	2
HM034008		24-Sep-2005	Canada: Quebec, Ste-Anne-de-Bellevue, Stoneycroft Wildlife Area, McGill Bird Observatory		45.43 N 73.94 W	Zonotrichia leucophrys	BIOUG<CAN>:MBO 1541-17253	694	2
HM034007	Vi Lambie	17-Aug-2005	Canada: British Columbia, Mackenzie, Mugaha Marsh, Mackenzie Nature Observatory		55.399 N 123.208 W	Zonotrichia leucophrys	BIOUG<CAN>:MKNO 1871 66519	694	2
HM034006		03-Oct-2005	Canada: Quebec, Ste-Anne-de-Bellevue, Stoneycroft Wildlife Area, McGill Bird Observatory		45.43 N 73.94 W	Zonotrichia leucophrys	BIOUG<CAN>:MBO 1541-17267	694	2
HM034005	Vi Lambie	17-Aug-2005	Canada: British Columbia, Mackenzie, Mugaha Marsh, Mackenzie Nature Observatory		55.399 N 123.208 W	Zonotrichia leucophrys	BIOUG<CAN>:MKNO 1871 66524	674	2
HM034004	David Allinson	07-Sep-2005	Canada: British Columbia, Vancouver Island, Metchosin, Rocky Point Bird Observatory		48.317 N 123.533 W	Zonotrichia atricapilla	BIOUG<CAN>:RPBO 1931 28105	600	1
HM034003	David Allinson	07-Sep-2005	Canada: British Columbia, Vancouver Island, Metchosin, Rocky Point Bird Observatory		48.317 N 123.533 W	Zonotrichia atricapilla	BIOUG<CAN>:RPBO 1931 28097	600	1
HM034002	David Allinson	07-Sep-2005	Canada: British Columbia, Vancouver Island, Metchosin, Rocky Point Bird Observatory		48.317 N 123.533 W	Zonotrichia atricapilla	BIOUG<CAN>:RPBO 1931 28107	650	1
HM034001		15-Sep-2005	Canada: Newfoundland and Labrador, Gros Morne National Park, Gros Morne National Park Migration Monitoring Station		49.362 N 57.569 W	Zonotrichia albicollis	BIOUG<CAN>:GMNP 1961-82664	694	2
HM034000		14-Sep-2005	Canada: Quebec, Ste-Anne-de-Bellevue, Stoneycroft Wildlife Area, McGill Bird Observatory		45.43 N 73.94 W	Zonotrichia albicollis	BIOUG<CAN>:MBO 2241-31731	694	2
HM033999		01-Sep-2005	Canada: Alberta, Calgary, Inglewood Bird Sanctuary		51.026 N 114.005 W	Zonotrichia albicollis	BIOUG<CAN>:IWBS 1871-73314b	694	2
