accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
DQ433064			Mexico: Jalisco		19.26 N 104.26 W	Passerina versicolor	FMNH 343359	652	2
DQ433063		02-May-2001	USA: Florida		30.4869 N 86.3092 W	Passerina caerulea	USNM 626480	652	2
DQ433062		19-Jun-1991	USA: Washington		46.06 N 120.50 W	Passerina amoena	AMNH-DOT5352	592	2
DQ433061			USA: Alaska		61.2458 N 149.874 W	Passerella iliaca	USNM 601828	666	2
DQ433060			USA: Florida		25.4833 N 80.3833 W	Passerculus sandwichensis	USNM 626344	697	2
DQ433059			USA: Florida		27.8567 N 82.5003 W	Setophaga americana	USNM 626417	652	0
DQ433058			USA			Pandion haliaetus	USNM B17752	652	2
DQ433057			Mexico: Jalisco		19.26 N 104.26 W	Pachyramphus aglaiae	FMNH 393859	652	2
DQ433056			Mexico: Oaxaca		16.45 N 94.10 W	Pachyramphus aglaiae	FMNH 394012	652	2
DQ433055		27-Aug-1996	USA: Washington		46.8889 N 120.567 W	Oreoscoptes montanus	USNM 586081	652	2
DQ433054	E. Robert	11-Jul-1999	USA: California		36.5374 N 121.90 W	Oreortyx pictus	MVZ:Bird:179792	602	2
DQ433053		28-Sep-1995	USA: California		40.72 N 122.18 W	Oreortyx pictus	AMNH-DOT9962	623	2
DQ433052		15-Aug-2001	USA: Washington		46.85 N 120.817 W	Geothlypis tolmiei	USNM 630642	652	2
DQ433051		08-Aug-2001	Iceland: Keflavik		63.9364 N 22.6778 W	Oenanthe oenanthe	USNM 627617	652	2
DQ433050	Carla Cicero	17-Oct-1996	USA: California		37.8707 N 122.29 W	Hydrobates homochroa	MVZ:Bird:178443	601	2
DQ433047			Panama: Bocas Del Toro		9.15 N 82.0333 W	Nyctanassa violacea	USNM 611552	648	2
DQ433045			USA: Utah		40.16 N 110.26 W	Nucifraga columbiana	FMNH 334304	652	2
DQ433044			USA: Utah		40.16 N 110.26 W	Nucifraga columbiana	FMNH 334305	652	2
DQ433043		20-May-1988	Mexico: Baja California Norte		30.00 N 116.00 W	Nucifraga columbiana	AMNH-DOT8682	625	2
DQ433042		12-Apr-2001	USA: Florida		25.4833 N 80.3833 W	Myiopsitta monachus	USNM 622516	652	2
DQ433041		14-Feb-1992	Argentina: Entre Rios		34.20 S 59.05 W	Myiopsitta monachus	B02706	622	2
DQ433040			Peru: Madre de Dios		12.10 S 70.20 W	Myiodynastes luteiventris	FMNH 323376	652	2
DQ433039		19-May-1986	USA: Arizona		32.11 N 109.92 W	Myioborus pictus	AMNH-DOT640	603	2
DQ433038		11-Mar-2000	Guyana		6.41667 N 57.60 W	Myiarchus tyrannulus	USNM 625811	652	2
DQ433036	Schmidt	11-Apr-2000	Guyana		2.86667 N 59.2667 W	Myiarchus tyrannulus	B12857	617	2
DQ433035		24-Feb-1989	Panama: Bocas Del Toro		9.20 N 82.25 W	Myiarchus tuberculifer	USNM 606971	652	2
DQ433034			USA: Virginia		38.5103 N 79.6172 W	Myiarchus crinitus	USNM 587427	565	0
DQ433033			Mexico: Queretaro		20.38 N 100.23 W	Myiarchus cinerascens	FMNH 394371	652	2
DQ433032		05-Jun-1995	USA: California		40.72 N 122.18 W	Myiarchus cinerascens	AMNH-DOT9869	570	2
DQ433031		02-Jul-1989	USA: Florida		29.16 N 82.47 W	Mycteria americana	USNM 622462	652	2
DQ433030		29-Jun-1989	USA: Florida		26.26 N 82.05 W	Mycteria americana	USNM 622473	652	2
DQ433029		15-Aug-2001	USA: Washingto		46.85 N 120.817 W	Myadestes townsendi	USNM 630627	652	2
DQ433028		30-Nov-2001	USA: New York		40.68 N 73.82 W	Morus bassanus	AMNH-DOT7518	624	2
DQ433027		29-Feb-1992	Argentina: Buenos Aires		35.45 S 58.40 W	Molothrus bonariensis	USNM 614740	652	2
DQ433026			USA: Virginia		38.2736 N 79.8031 W	Molothrus ater	USNM 601445	593	0
DQ433025		07-Mar-1991	Panama: Bocas Del Toro		8.90 N 82.15 W	Molothrus aeneus	USNM 608247	652	2
DQ433024			USA: Florida		27.8567 N 82.5003 W	Mniotilta varia	USNM 626395	620	0
DQ433023			USA: Florida		25.4833 N 80.3833 W	Mimus polyglottos	USNM 626353	647	2
DQ433022		21-Jun-2000	USA: New Mexico		32.28 N 104.17 W	Micrathene whitneyi	NK 103035	652	0
DQ433021			USA			Micrathene whitneyi	NK 103036	652	0
DQ433020		23-Jun-1988	USA: Michigan			Mergus merganser	LSU16340	583	2
DQ433019			USA: Virginia		36.6697 N 81.4869 W	Melospiza melodia	USNM 601592	647	0
DQ433018			USA: Alaska		64.6494 N 146.979 W	Melospiza lincolnii	USNM 601730	697	2
DQ433017			USA: Minnesota		44.00 N 92.28 W	Meleagris gallopavo	FMNH 385645	652	2
DQ433016			USA: Minnesota		43.40 N 92.45 W	Meleagris gallopavo	FMNH 396980	652	2
DQ433015			USA: Florida		28.2833 N 82.4167 W	Meleagris gallopavo	USNM B07276	622	0
DQ433014			Mexico: Sinaloa		22.31 N 105.24 W	Melanerpes uropygialis	FMNH 395803	652	2
DQ433013			Mexico: Zacatecas		22.75 N 103.55 W	Melanerpes formicivorus	FMNH 356608	652	2
DQ433012			Mexico: Hidalgo		24.16 N 99.28 W	Melanerpes formicivorus	FMNH 395770	652	2
DQ433011		11-Jun-1996	Mexico: Baja California Sur		19.75 N 98.50 W	Melanerpes formicivorus	AMNH-DOT4984	618	2
DQ433010		11-Jun-1996	Mexico: Baja California Sur		19.75 N 98.50 W	Melanerpes formicivorus	AMNH-DOT4982	591	2
DQ433009			Mexico: Veracruz		19.12 N 96.06 W	Melanerpes aurifrons	FMNH 393963	652	2
DQ433008			USA: Washington		46.89 N 120.57 W	Megascops kennicottii	USNM 586216	652	2
DQ433007			USA: Washington		47.57 N 122.62 W	Megascops kennicottii	USNM 621106	651	2
DQ433006			USA: Florida		25.7667 N 80.1833 W	Megascops asio	USNM 586217	643	2
DQ433005		02-Jul-1994	Sweden: Lappland		68.4533 N 18.4597 E	Luscinia svecica	USNM 608996	652	2
DQ433004		15-Aug-2001	USA: Washington		46.85 N 120.817 W	Loxia curvirostra	USNM 630645	652	2
DQ433003			USA			Lophodytes cucullatus	FAA210	652	2
DQ433002	Schmidt	20-Apr-2001	USA: Florida		27.8567 N 82.5003 W	Limnodromus griseus	B16468	621	2
DQ433001	Schmidt	20-Apr-2001	USA: Florida		27.8567 N 82.5003 W	Limnodromus griseus	B16469	625	2
DQ432999			USA: Florida		27.8567 N 82.5003 W	Limnodromus griseus	USNM 626366	644	2
DQ432998		27-Nov-2000	Bolivia: Departamento Santa Cruz			Leptotila verreauxi	AMNH-DOT6191	569	2
DQ432997		13-Jul-1988	USA: Arizona			Laterallus jamaicensis	USNM 611739	652	2
DQ432996		27-Apr-1994	USA: Louisiana		29.48 N 93.18 W	Larus thayeri	LSU21855	595	2
DQ432995		16-Dec-1994	United Kingdom: Suffolk		51.89 N 1.40 E	Chroicocephalus ridibundus	B07786	596	2
DQ432994		16-Dec-1994	United Kingdom: Suffolk		51.89 N 1.40 E	Chroicocephalus ridibundus	B07787	617	2
DQ432993			United Kingdom			Chroicocephalus ridibundus	B08853	618	2
DQ432992			United Kingdom: Suffolk		52.35 N 0.50 E	Chroicocephalus ridibundus	USNM 621248	589	2
DQ432991			USA: Kansas		39.10 N 95.4167 W	Leucophaeus pipixcan	USNM 622194	630	2
DQ432990		06-Apr-1994	USA: Louisiana		29.48 N 93.18 W	Larus philadelphia	LSU21799	599	2
DQ432989		03-Sep-1987	USA: California		33.95 N 117.40 W	Larus occidentalis	LSU20665	582	2
DQ432988			USA: New York		40.70 N 74.00 W	Larus marinus	USNM B03168	652	2
DQ432987		28-Apr-1994	USA: Louisiana		29.48 N 93.18 W	Larus hyperboreus	LSU21853	577	2
DQ432986			USA			Larus glaucescens	FAA207	650	2
DQ432985		17-Jul-1995	United Kingdom: Suffolk		51.89 N 1.40 E	Larus fuscus	B07756	590	2
DQ432984		17-Jul-1995	United Kingdom: Suffolk		51.89 N 1.40 E	Larus fuscus	B07755	624	2
DQ432983		17-Jul-1995	United Kingdom: Suffolk		51.89 N 1.40 E	Larus fuscus	B07754	627	2
DQ432982		07-Aug-2001	Iceland: Keflavik		64.0333 N 22.400 W	Larus fuscus	USNM 631712	652	2
DQ432981			USA: New York		40.70 N 74.00 W	Larus delawarensis	USNM B03160	652	2
DQ432980			USA: Alaska		61.2167 N 149.90 W	Larus canus	USNM 622481	630	2
DQ432979		30-Aug-1996	USA: Washington		47.06 N 122.11 W	Larus californicus	B02992	605	2
DQ432977		30-Aug-1996	USA: Washington		47.06 N 122.11 W	Larus californicus	B02990	622	2
DQ432976			USA: Washington		47.3167 N 122.533 W	Larus californicus	USNM 621109	652	2
DQ432975		20-Dec-1999	Johnston Atoll		16.75 N 169.50 W	Larus atricilla	B08761	610	2
DQ432974	Schmidt	13-Apr-2001	USA: Florida		25.6444 N 80.3481 W	Larus atricilla	B16415	616	2
DQ432973		01-Jan-2001	USA: New York		40.78 N 73.97 W	Larus atricilla	B03162	616	0
DQ432972		01-Jan-2001	USA: New York		40.78 N 73.97 W	Larus atricilla	B03164	617	2
DQ432971		01-Jan-2001	USA: New York		40.78 N 73.97 W	Larus atricilla	B03163	619	2
DQ432970	Schmidt	13-Apr-2001	USA: Florida		25.6444 N 80.3481 W	Larus atricilla	B16413	620	2
DQ432969	Schmidt	13-Apr-2001	USA: Florida		25.6444 N 80.3481 W	Larus atricilla	B16414	627	2
DQ432968			USA: New York		40.70 N 74.00 W	Larus atricilla	USNM B03162	644	2
DQ432967		01-Jan-2001	USA: New York		40.78 N 73.97 W	Larus smithsonianus	B03165	616	0
DQ432966			USA: New York		40.70 N 74.00 W	Larus smithsonianus	USNM B03165	617	0
DQ432965	Schmidt	06-May-2001	USA: Florida		30.5769 N 86.3317 W	Lanius ludovicianus	B16643	623	2
DQ432964	Dove, C. J.	15-Apr-2001	USA: Florida		25.4833 N 80.3833 W	Lanius ludovicianus	B16438	623	2
DQ432962			USA: Florida		25.4833 N 80.3833 W	Lanius ludovicianus	USNM 626337	639	0
DQ432960		21-Jun-1983	USA: Arizona		32.11 N 109.92 W	Junco phaeonotus	AMNH-DOT3754	622	2
DQ432957			USA: Virginia		36.2744 N 79.7806 W	Junco hyemalis	USNM 601450	652	2
DQ432956		26-Jul-1988	USA: Louisiana		29.58 N 90.10 W	Ictinia mississippiensis	LSU18988	560	2
DQ432955			USA: Florida		30.6983 N 86.33 W	Icterus spurius	USNM 626504	609	0
DQ432954		07-Apr-2004	El Salvador: La Paz		13.20 N 88.51 W	Icterus pectoralis	KU 109733	652	0
DQ432953			USA: Arizona		31.31 N 110.50 W	Icterus parisorum	FMNH 334367	652	2
DQ432951			USA: Florida		25.4833 N 80.3833 W	Icteria virens	USNM 626319	644	0
DQ432950			USA			Himantopus mexicanus	FMNH 360235	652	2
DQ432949			USA: Florida		30.36 N 87.19 W	Himantopus mexicanus	FMNH 387716	652	2
DQ432947			USA: Virginia		38.1494 N 79.7653 W	Helmitheros vermivorum	USNM 601413	652	0
DQ432946			USA: Alaska		65.00 N 153.00 W	Haliaeetus leucocephalus	USNM 615005	652	2
DQ432945		23-May-1988	Mexico: Baja California Norte		30.75 N 115.25 W	Gymnorhinus cyanocephalus	AMNH-DOT8689	624	2
DQ432944			USA: Nevada		36.12 N 115.01 W	Gymnorhinus cyanocephalus	FMNH 334283	652	2
DQ432943			USA: Nevada		36.12 N 115.01 W	Gymnorhinus cyanocephalus	FMNH 334284	652	2
DQ432942		22-Mar-2000	Guyana		2.36667 N 59.45 W	Glaucidium brasilianum	USNM 625924	652	2
DQ432941		17-Apr-2000	Guyana		2.86667 N 59.2667 W	Glaucidium brasilianum	USNM 626058	652	2
DQ432940			USA: Florida		30.6983 N 86.33 W	Geothlypis trichas	USNM 626502	636	0
DQ432939		19-Aug-1995	USA: Arizona		32.12 N 110.53 W	Geococcyx californianus	USNM 621303	652	2
DQ432938		08-Aug-1995	USA: Alaska		60.48 N 161.45 W	Gavia pacifica	USNM 616645	652	2
DQ432937		17-Nov-1985	USA: Louisiana		30.04 N 89.56 W	Gavia immer	LSU7933	597	2
DQ432936			USA: Florida		25.4833 N 80.3833 W	Gallinula chloropus	USNM 622527	648	2
DQ432935			USA: Alaska		64.6581 N 146.36 W	Gallinago delicata	USNM 622680	697	2
DQ432934		07-Sep-2000	USA: Alaska		61.2458 N 149.874 W	Gallinago delicata	USNM 601827	652	2
DQ432933		09-Aug-2001	Iceland: Keflavik		64.03 N 22.37 W	Fulmarus glacialis	USNM 623297	652	2
DQ432932		12-Jan-1987	USA: Louisiana		30.02 N 90.34 W	Fulica americana	LSU4094	611	0
DQ432931			Sweden: Lappland		67.59 N 21.3811 E	Fringilla montifringilla	USNM 620121	625	0
DQ432930		18-Jul-1989	USA: Alaska		55.10 N 161.75 W	Fratercula corniculata	AMNH-DOT1248	594	2
DQ432929		09-Aug-2001	Iceland: Keflavik		64.0333 N 22.3667 W	Fratercula arctica	USNM 623287	652	2
DQ432928			USA: Alaska		64.6494 N 146.979 W	Falco sparverius	USNM 601739	697	2
DQ432927			USA			Falco rusticolus	FAA235	652	0
DQ432926			USA			Falco mexicanus	FAA225	652	0
DQ432925		19-Mar-2000	Guyana		2.36667 N 59.45 W	Falco femoralis	USNM 622320	652	2
DQ432924			USA: Florida		25.4833 N 80.3833 W	Falco columbarius	USNM B16851	624	0
DQ432923			USA: Alaska		64.6581 N 146.36 W	Falcipennis canadensis	USNM 622676	697	2
DQ432922		31-Dec-1985	USA: California		41.49 N 122.57 W	Euphagus cyanocephalus	LSU1519	613	2
DQ432921			USA: Alaska		61.3053 N 149.812 W	Euphagus carolinus	USNM 601798	624	0
DQ432920			Mexico: Hidalgo		24.16 N 99.28 W	Eugenes fulgens	FMNH 394224	652	2
DQ432919			Mexico		18.90 N 99.45 W	Eugenes fulgens	FMNH 394262	652	2
DQ432918		06-Oct-1985	USA: Louisiana		29.48 N 93.18 W	Eudocimus albus	LSU6754	617	2
DQ432917		12-Oct-1998	USA: Florida		25.36 N 80.97 W	Eudocimus albus	AMNH-DOT7588	609	0
DQ432916			USA: Kansas		37.9667 N 101.75 W	Eremophila alpestris	USNM 626605	651	2
DQ432915	K. Ned	29-Jun-1980	USA: Colorado		38.06 N 105.125 W	Empidonax occidentalis	MVZ:Bird:167071	525	2
DQ432914	K. Ned	13-Jun-1980	USA: Arizona		33.8547 N 109.314 W	Empidonax occidentalis	MVZ:Bird:167099	548	2
DQ432913	K. Ned	04-Jul-1981	USA: South Dakota		43.9486 N 103.684 W	Empidonax oberholseri	MVZ:Bird:168596	567	2
DQ432912			USA: Virginia		36.6842 N 81.4744 W	Empidonax minimus	USNM 601600	593	0
DQ432911	Milensky	20-Aug-2000	USA: Alaska		64.7044 N 147.041 W	Empidonax hammondii	B13360	607	2
DQ432910			Mexico: Jalisco		19.26 N 104.26 W	Empidonax fulvifrons	FMNH 343260	652	2
DQ432909			Mexico: Jalisco		19.26 N 104.26 W	Empidonax fulvifrons	FMNH 343261	652	2
DQ432908	Carla Cicero	08-Nov-2001	USA: California		37.87 N 122.27 W	Elanus leucurus	MVZ:Bird:180436	605	2
DQ432907	Carla Cicero	01-Jun-1998	USA: California		38.0331 N 122.261 W	Elanus leucurus	MVZ 179316	609	2
DQ432906		22-Mar-1999	Guyana		1.58333 N 58.6333 W	Elanoides forficatus	USNM 621940	652	0
DQ432905		21-Jul-1998	USA: Florida		27.11 N 80.48 W	Egretta tricolor	AMNH-DOT7378	624	2
DQ432904			USA: Florida		25.07 N 81.09 W	Egretta tricolor	FMNH 385665	652	2
DQ432903			USA: Florida		25.07 N 81.09 W	Egretta tricolor	FMNH 385666	652	2
DQ432902		29-Mar-2003	Dominican Republic		19.52 N 71.38 W	Egretta rufescens	KU 95160	652	0
DQ432901			USA: Florida		25.07 N 81.09 W	Egretta caerulea	FMNH 385662	652	2
DQ432900			USA: Florida		25.07 N 81.09 W	Egretta caerulea	FMNH 385838	652	2
DQ432899			USA: Florida		25.4833 N 80.3833 W	Dumetella carolinensis	USNM 626308	650	2
DQ432898			USA: Florida		30.5356 N 86.3344 W	Dolichonyx oryzivorus	USNM 626516	624	0
DQ432897			USA: Virginia		38.3333 N 79.2647 W	Setophaga pinus	USNM 587477	628	0
DQ432896			USA: Washington		46.9833 N 120.533 W	Setophaga petechia	USNM 586089	621	0
DQ432895			USA: Florida		27.8567 N 82.5003 W	Setophaga palmarum	USNM 626371	633	0
DQ432894		29-Jun-1981	USA: Nevada		38.02 N 116.27 W	Setophaga nigrescens	AMNH-DOT3312	622	2
DQ432893		14-Jul-1997	USA: Washington		47.75 N 123.60 W	Setophaga nigrescens	AMNH-DOT5117	623	2
DQ432892		11-Oct-1990	USA: Michigan		44.25 N 83.19 W	Setophaga kirtlandii	USNM 613582	652	2
DQ432891		06-Aug-1992	USA: Michigan		44.25 N 83.19 W	Setophaga kirtlandii	USNM 621383	652	2
DQ432890		20-May-1986	USA: Arizona		32.11 N 109.92 W	Setophaga graciae	AMNH-DOT653	607	2
DQ432889		10-Jun-1983	USA: Arizona		32.11 N 109.92 W	Setophaga graciae	AMNH-DOT3748	622	2
DQ432888			Bahamas		26.40 N 77.20 W	Setophaga dominica	FMNH 397152	652	2
DQ432887			USA: Florida		27.8567 N 82.5003 W	Setophaga discolor	USNM 626390	612	0
DQ432886			USA: Alaska		64.6494 N 146.979 W	Setophaga coronata	USNM 601733	693	2
DQ432885		11-Jun-1998	USA: Virginia		38.4164 N 79.2889 W	Setophaga cerulea	USNM 587475	652	2
DQ432884			USA: Montana		47.07 N 112.23 W	Dendragapus obscurus	FMNH 331349	652	2
DQ432883	Carla Cicero	09-May-1998	USA: California		36.3762 N 121.548 W	Cyanocitta stelleri	MVZ:Bird:177919	573	2
DQ432882	K. Ned	15-May-1984	USA: California		36.3772 N 120.623 W	Cyanocitta stelleri	MVZ:Bird:170182	576	2
DQ432881	Carla Cicero	29-Aug-1997	USA: Wyoming		43.537 N 110.874 W	Cyanocitta stelleri	MVZ:Bird:177878	576	2
DQ432880	Carla Cicero	22-Sep-1996	USA: California		41.5849 N 121.098 W	Cyanocitta stelleri	MVZ:Bird:177255	594	2
DQ432879	Carla Cicero	01-Jul-1996	USA: Oregon		42.2089 N 122.092 W	Cyanocitta stelleri	MVZ:Bird:177326	594	2
DQ432878	Schmidt	05-Sep-1996	USA: Washington		46.8667 N 120.80 W	Cyanocitta stelleri	B07732	610	2
DQ432877			USA: Florida		25.4833 N 80.3833 W	Cyanocitta cristata	USNM 622512	651	0
DQ432876		09-Apr-1990	Panama: Bocas Del Toro		9.30 N 82.25 W	Crotophaga sulcirostris	USNM 607659	652	2
DQ432875		30-Mar-1996	Guyana: Berbice		5.66667 N 57.8833 W	Crotophaga ani	UG A 174	652	0
DQ432874			USA: Florida		27.8567 N 82.5003 W	Corvus ossifragus	USNM 622546	652	0
DQ432873		09-May-2001	USA: Florida		30.4439 N 86.6894 W	Corvus ossifragus	USNM 626537	652	2
DQ432872		07-Mar-1996	USA: New Mexico		32.70 N 103.14 W	Corvus cryptoleucus	AMNH-DOT10168	621	2
DQ432871			Mexico: Jalisco		18.58 N 101.28 W	Corvus cryptoleucus	FMNH 393858	652	2
DQ432870	Carla Cicero	05-Mar-1999	USA: California		37.67 N 121.72 W	Corvus corax	MVZ:Bird:179997	576	2
DQ432869	Carla Cicero	30-Mar-2000	USA: California		37.93 N 122.00 W	Corvus corax	MVZ:Bird:180203	576	2
DQ432868			USA: Alaska		64.67 N 147.07 W	Corvus corax	USNM 622698	643	0
DQ432867		13-Feb-1990	USA: Washington		47.16 N 122.15 W	Corvus caurinus	USNM 586222	652	2
DQ432866			USA: Florida		30.6319 N 86.2883 W	Corvus brachyrhynchos	USNM 626529	652	0
DQ432865			USA: Florida		25.5444 N 80.3481 W	Coragyps atratus	USNM 622504	652	2
DQ432864		10-Apr-2001	USA: Florida		25.5444 N 80.3481 W	Coragyps atratus	USNM 622503	652	2
DQ432863	Schmidt	02-Jun-2000	USA: Virginia		37.0403 N 81.4831 W	Contopus virens	B13277	600	2
DQ432862		05-Sep-1996	USA: Washington		46.8667 N 120.803 W	Contopus sordidulus	USNM 621172	652	2
DQ432861		28-Jan-1986	USA: Texas		26.25 N 98.20 W	Columbina inca	LSU8556	601	2
DQ432860			USA: Florida		25.5444 N 80.3481 W	Columba livia	USNM 626313	650	2
DQ432859		01-Feb-1986	USA: Louisiana		29.48 N 93.18 W	Colinus virginianus	LSU3713	600	2
DQ432858		29-Sep-1998	Guyana		6.51667 N 57.7333 W	Coccyzus minor	GU A321	652	0
DQ432857			USA: Florida		28.9958 N 85.4739 W	Coccyzus americanus	USNM 626462	580	2
DQ432856	C. J. Dove	21-Apr-2001	USA: Florida		27.5124 N 82.3001 W	Cistothorus platensis	USNM 626384	652	0
DQ432855		21-Apr-2001	USA: Florida		27.8567 N 82.5003 W	Cistothorus platensis	USNM 626385	652	2
DQ432854		17-Jan-1981	USA: Mississippi		30.32 N 89.25 W	Circus cyaneus	LSU0496	600	2
DQ432853		21-Aug-2001	USA: Washingto		46.9858 N 120.837 W	Cinclus mexicanus	USNM 630605	652	2
DQ432851		21-Jun-1987	USA: Arizona		32.11 N 109.92 W	Chordeiles acutipennis	AMNH-DOT4164	506	0
DQ432848		22-Apr-2001	USA: Florida		27.8567 N 82.5003 W	Charadrius wilsonia	USNM 626399	652	2
DQ432847			USA: Florida		30.0717 N 85.5661 W	Charadrius vociferus	USNM 626429	623	2
DQ432846			USA: Florida		27.8567 N 82.5003 W	Charadrius semipalmatus	USNM 626408	652	2
DQ432845			Mongolia: Omnogovi Aymag		43.5667 N 104.333 E	Charadrius leschenaultii	USNM 621501	652	2
DQ432844		07-Aug-2001	Iceland: Keflavik		63.9528 N 22.7078 W	Charadrius hiaticula	USNM 623270	652	2
DQ432843			United Kingdom: Suffolk		52.35 N 0.50 E	Charadrius hiaticula	USNM 627546	611	0
DQ432842		17-Nov-1984	USA: Louisiana		29.48 N 93.18 W	Charadrius alexandrinus	LSU5723	609	0
DQ432841		16-Jun-1993	USA: Oregon		42.20 N 122.50 W	Chamaea fasciata	USNM 600035	652	2
DQ432840		21-Apr-2001	USA: California		40.72 N 122.18 W	Chaetura vauxi	AMNH-DOT7186	622	2
DQ432839			Costa Rica: Guanacaste		10.25 N 85.60 W	Chaetura vauxi	FMNH 393010	652	2
DQ432838			Costa Rica: Guanacaste		10.25 N 85.60 W	Chaetura vauxi	FMNH 393011	652	2
DQ432837			Panama: Bocas Del Toro		9.15 N 82.0333 W	Chaetura pelagica	USNM 607660	644	0
DQ432836			Peru: Madre de Dios		12.10 S 70.20 W	Megaceryle torquata	FMNH 320982	652	2
DQ432835		09-Aug-2001	Iceland: Keflavik		64.0333 N 22.37 W	Cepphus grylle	USNM 623290	652	2
DQ432834			USA: Utah			Centrocercus urophasianus	FMNH 364152	652	2
DQ432833		12-Jun-2000	USA: Colorado		38.04 N 106.17 W	Centrocercus minimus	USNM 601339	652	2
DQ432832		15-Jun-2001	USA: Colorado		38.32 N 106.55 W	Centrocercus minimus	USNM 601637	652	2
DQ432831			USA: Florida		27.8567 N 82.5003 W	Tringa semipalmata	USNM 622543	644	0
DQ432830			Guyana		1.58333 N 58.6333 W	Catharus minimus	USNM 587818	625	0
DQ432829			USA: Alaska		61.31 N 149.81 W	Catharus guttatus	USNM 622718	626	0
DQ432828			USA: Virginia		36.8347 N 81.3706 W	Catharus fuscescens	USNM 601630	651	0
DQ432827		04-Jun-1993	USA: Vermont		44.60 N 72.75 W	Catharus bicknelli	AMNH-DOT13280	577	2
DQ432826		03-Jun-1993	USA: Vermont		44.60 N 72.75 W	Catharus bicknelli	AMNH-DOT13279	588	2
DQ432825			USA			Cathartes aura	FAA156	643	0
DQ432823			USA: Maryland		38.7167 N 76.60 W	Haemorhous mexicanus	USNM B01846	641	0
DQ432822			USA: Virginia		37.0306 N 81.4081 W	Spinus tristis	USNM 601531	626	0
DQ432821			USA: Virginia		36.6383 N 81.6056 W	Spinus spinus	USNM 601567	623	0
DQ432820	K. Ned	16-May-1984	USA: California		36.3752 N 120.638 W	Spinus lawrencei	MVZ:Bird:170393	588	2
DQ432819	M. Robert	16-May-1982	USA: California		35.1154 N 119.815 W	Spinus lawrencei	MVZ:Bird:169100	588	2
DQ432818		16-May-1983	USA: Arizona		32.11 N 109.92 W	Cardinalis sinuatus	AMNH-DOT3731	620	0
DQ432817			USA: Florida		25.4833 N 80.3833 W	Cardinalis cardinalis	USNM 626315	651	2
DQ432815		24-Sep-1995	USA: Louisiana		29.48 N 93.18 W	Antrostomus vociferus	LSU26244	615	2
DQ432814			USA: Florida		30.6833 N 86.55 W	Antrostomus carolinensis	USNM 622561	639	0
DQ432813		29-Apr-1994	USA: Arizona		32.12 N 110.53 W	Campylorhynchus brunneicapillus	USNM 586231	652	2
DQ432812		31-May-1992	USA: Arizona		31.31 N 110.50 W	Calypte costae	USNM 621308	652	2
DQ432811		03-Oct-1993	USA: Arizona		31.31 N 110.50 W	Calypte anna	USNM 621313	652	0
DQ432810		16-Apr-1995	USA: Arizona		31.68 N 110.65 W	Calypte anna	B02915	579	2
DQ432808		15-Sep-1995	Atlantic Ocean: North Atlantic Ocean		36.00 N 74.367 W	Calonectris diomedea	USNM 620710	652	2
DQ432807		27-May-2000	USA: New Mexico		33.21 N 104.28 W	Callipepla squamata	NK 103368	652	0
DQ432806		18-Aug-2003	USA: New Mexico		35.30 N 105.58 W	Callipepla squamata	NK 116259	652	0
DQ432805			USA: Florida		29.9592 N 85.4564 W	Calidris pusilla	USNM 626466	644	2
DQ432804			USA: Florida		25.4833 N 80.3833 W	Calidris minutilla	USNM 626332	644	2
DQ432803		14-Aug-2001	USA: Washington		47.0333 N 119.333 W	Calidris mauri	USNM 630673	652	2
DQ432802		01-Sep-1985	USA: Louisiana		29.48 N 93.18 W	Calidris mauri	LSU6725	592	2
DQ432801		09-Aug-2001	Iceland: Keflavik		64.0333 N 23.667 W	Calidris maritima	USNM 623283	652	2
DQ432800			Guyana		1.65 N 58.6167 W	Calidris fuscicollis	USNM 587310	639	2
DQ432799			USA: Florida		27.8567 N 82.5003 W	Calidris canutus	USNM 626409	644	2
DQ432798			USA: Florida		27.8567 N 82.5003 W	Calidris alpina	USNM 626403	652	2
DQ432797			USA: Florida		27.8567 N 82.5003 W	Calidris alba	USNM 626544	652	2
DQ432796		10-Mar-1995	USA: Missouri		39.77 N 94.85 W	Calcarius pictus	LSU26032	599	2
DQ432795		12-Oct-1992	USA: California		34.11 N 117.29 W	Calcarius ornatus	LSU19480	575	2
DQ432794			USA: Kansas		37.9667 N 101.75 W	Calcarius lapponicus	USNM 626610	575	0
DQ432792		16-Apr-2000	Guyana		2.86667 N 59.2667 W	Cairina moschata	USNM 622299	652	2
DQ432789			USA: Florida		25.07 N 81.09 W	Buteo swainsoni	FMNH 385726	652	2
DQ432788			USA			Buteo swainsoni	USNM B07309	624	0
DQ432787			Panama: Bocas Del Toro		8.8333 N 82.1667 W	Buteo platypterus	USNM 613957	644	2
DQ432786			USA: Florida		30.4439 N 86.6894 W	Buteo lineatus	USNM 622575	652	2
DQ432785		10-Apr-1990	Panama: Bocas Del Toro		9.30 N 82.25 W	Buteogallus anthracinus	USNM 607640	652	2
DQ432784		27-Apr-1990	Panama: Bocas Del Toro		8.25 N 78.25 W	Buteogallus anthracinus	USNM 613358	652	2
DQ432783			USA: Florida		25.21 N 80.17 W	Buteo brachyurus	FMNH 396834	652	2
DQ432782	Schmidt	07-Apr-1996	Guyana: Berbice		5.66667 N 57.8833 W	Buteo albonotatus	B04430	566	2
