scientific_name	count	max_intra	min_inter
Empidonax virescens	2	0.0	0.08675999939441681
Empidonomus varius	2	0.001534000039100647	0.02208000048995018
Enicurus immaculatus	2	0.0031999999191612005	0.1120000034570694
Eopsaltria australis	1		0.1103999987244606
Epinecrophylla fulviventris	3	0.0	0.07287000119686127
Epinecrophylla gutturalis	5	0.0030670000705868006	0.08128999918699265
Epinecrophylla ornata	3	0.0030670000705868006	0.07287000119686127
Erythrogenys erythrogenys	1		0.1103999987244606
Erythropitta erythrogaster	3	0.030719999223947525	0.1151999980211258
Erythrura trichroa	1		0.09984999895095825
Eubucco bourcierii	2	0.001534000039100647	0.1395999938249588
Eudocimus ruber	1		0.1120000034570694
Eudynamys scolopaceus	1		0.10450000315904617
Eulampis holosericeus	1		0.02913999930024147
Eulampis jugularis	2	0.0	0.02913999930024147
Euphagus carolinus	1		0.05186000093817711
Eupherusa eximia	3	0.0	0.024539999663829803
Eupherusa nigriventris	2	0.0	0.024539999663829803
Euphonia anneae	3	0.0	0.06594999879598618
Euphonia cayennensis	2	0.0030670000705868006	0.07055000215768814
Euphonia chrysopasta	1		0.09048999845981598
Euphonia elegantissima	1		0.09627000242471695
Euphonia finschi	3	0.0015869999770075083	0.020309999585151672
Euphonia gouldi	3	0.0030670000705868006	0.07208999991416931
Euphonia laniirostris	2	0.0	0.0719899982213974
Euphonia luteicapilla	2	0.0015950000379234552	0.020309999585151672
Euphonia minuta	1		0.0829399973154068
Euphonia plumbea	3	0.001534000039100647	0.05714000016450882
Euphonia violacea	3	0.0031300000846385956	0.0719899982213974
Euphonia xanthogaster	4	0.0030670000705868006	0.06594999879598618
Euplectes axillaris	1		0.11810000240802765
Eupsittula aurea	1		0.06758999824523926
Eupsittula nana	2	0.0	0.06758999824523926
Eupsittula pertinax	4	0.0030819999519735575	0.07208999991416931
Eurillas virens	3	0.013799999840557575	0.10580000281333923
Eurostopodus macrotis	2	0.0030720001086592674	0.1468999981880188
Eurypyga helias	2	0.0030670000705868006	0.15489999949932098
Euscarthmus meloryphus	1		0.12349999696016312
Eutoxeres aquila	2	0.0	0.1257999986410141
Falco rufigularis	5	0.013799999840557575	0.08281999826431274
Falco vespertinus	1		0.08281999826431274
Ficedula hyperythra	3	0.007668999955058098	0.08281999826431274
Ficedula monileger	3	0.006134999915957451	0.11110000312328339
Ficedula strophiata	3	0.004614999983459711	0.08281999826431274
Florisuga mellivora	4	0.013949999585747719	0.12399999797344208
Fluvicola pica	3	0.006409999914467335	0.1120000034570694
Formicarius rufipectus	2	0.0	0.1363999992609024
Formicivora grisea	3	0.0015429999912157655	0.09722000360488892
Forpus modestus sclateri	2	0.0	0.08128999918699265
Forpus passerinus	3	0.0030670000705868006	0.08128999918699265
Fraseria cinerascens	3	0.0016469999682158232	0.08589000254869461
Frederickena viridis	2	0.0	0.09356000274419785
Fregata magnificens	1		0.02607000060379505
Fregata minor	3	0.012269999831914902	0.02607000060379505
Fregetta grallaria	6	0.001534000039100647	0.10890000313520432
Fulica leucoptera	5	0.001534000039100647	0.06594999879598618
Fulica rufifrons	2	0.001534000039100647	0.06594999879598618
Fulmarus glacialis	1		0.10580000281333923
Furnarius figulus	1		0.09968999773263931
Furnarius leucopus	3	0.004600999876856804	0.09968999773263931
Galbula dea	3	0.050689999014139175	0.10140000283718109
Galbula galbula	3	0.004600999876856804	0.05683999881148338
Galbula leucogastra	4	0.001534000039100647	0.10140000283718109
Galbula ruficauda	3	0.08449000120162964	0.05683999881148338
Gallicolumba beccarii	1		0.11060000211000443
Gallinago megala	1		0.06560000032186508
Gallinago paraguaiae	1		0.06560000032186508
Gallinago undulata	3	0.0015950000379234552	0.1071000024676323
Gallinula melanops	1		0.1103999987244606
Gallinula tenebrosa	1		0.08436000347137451
Gampsonyx swainsonii	2	0.0	0.12710000574588776
Garrulax affinis	1		0.08742000162601471
Garrulax erythrocephalus	3	0.01534000039100647	0.08742000162601471
Garrulax leucolophus	2	0.03067000024020672	0.07055000215768814
Garrulax monileger	2	0.0	0.07822000235319138
Garrulax nuchalis	1		0.07055000215768814
Garrulax pectoralis	3	0.004608000162988901	0.08281999826431274
Garrulax striatus	1		0.09815999865531921
Garrulax subunicolor	1		0.09968999773263931
Garrulax virgatus	1		0.08742000162601471
Geositta cunicularia	1		0.06594999879598618
Geositta tenuirostris	1		0.06594999879598618
Geothlypis formosa	2	0.0015360000543296337	0.050689999014139175
Geothlypis semiflava	3	0.0	0.05837000161409378
Geothlypis tolmiei	1		0.050689999014139175
Geranospiza caerulescens	1		0.09201999753713608
Glaucidium cuculoides	2	0.0030670000705868006	0.1257999986410141
Glaucidium gnoma	1		0.08281999826431274
Glaucidium hardyi	2	0.001550000044517219	0.08281999826431274
Glaucidium sjostedti	2	0.0	0.1151999980211258
Glaucidium tephronotum	1		0.08991999924182892
Glaucis aeneus	3	0.0	0.046950001269578934
Glaucis hirsutus	2	0.0	0.046950001269578934
Gnorimopsar chopi	3	0.003160000080242753	0.0628800019621849
Grallaria guatimalensis	2	0.0015650000423192978	0.09815999865531921
Grallaria varia	4	0.08281999826431274	0.09815999865531921
Grallaricula nana	3	0.0	0.12880000472068787
